tag,popularity,desire,behavior_rate
1,0.23105857863,0.00715380684722,0.00510986203373
1,0.380797077978,0.0331588132635,0.0104712041885
1,0.23105857863,0.0331588132635,0.00174520069808
1,0.23105857863,0.0106870229008,0.00839694656489
1,0.452574126822,0.0121317157712,0.00953206239168
1,0.23105857863,0.0134228187919,0.00862895493768
1,0.23105857863,0.0106870229008,0.00687022900763
1,0.452574126822,0.02707604612,0.00116595413914
1,0.23105857863,0.0219123505976,0.00332005312085
1,0.23105857863,0.0581039755352,0.0214067278287
1,0.452574126822,0.0331588132635,0.0157068062827
1,0.380797077978,0.0331588132635,0.00698080279232
1,0.23105857863,0.0142630744849,0.00158478605388
1,0.23105857863,0.0136147038802,0.00408441116406
1,0.493307149076,0.0726832222895,0.0169594185342
1,0.380797077978,0.00713167507393,0.00382675247869
1,0.452574126822,0.0331588132635,0.00174520069808
1,0.380797077978,0.0331588132635,0.00523560209424
1,0.380797077978,0.0331588132635,0.0087260034904
1,0.23105857863,0.0331588132635,0.00174520069808
1,0.23105857863,0.0142630744849,0.0174326465927
1,0.23105857863,0.00568181818182,0.0113636363636
1,0.23105857863,0.00688405797101,0.0018115942029
1,0.23105857863,0.0978043912176,0.00399201596806
1,0.452574126822,0.0752688172043,0.0376344086022
1,0.23105857863,0.0185643564356,0.0049504950495
1,0.23105857863,0.0331588132635,0.00174520069808
1,0.493307149076,0.00390455531453,0.00151843817787
1,0.23105857863,0.0145223508055,0.0074880871341
1,0.380797077978,0.0140425531915,0.00297872340426
1,0.482013790038,0.0241379310345,0.00862068965517
1,0.380797077978,0.0169050715215,0.0169050715215
1,0.380797077978,0.05,0.0135416666667
1,0.452574126822,0.0331588132635,0.00523560209424
1,0.23105857863,0.0331588132635,0.00349040139616
1,0.380797077978,0.0331588132635,0.00174520069808
1,0.452574126822,0.00688405797101,0.00253623188406
1,0.380797077978,0.0169050715215,0.0143042912874
1,0.23105857863,0.0136147038802,0.00544588155208
1,0.380797077978,0.0107084019769,0.00494233937397
1,0.23105857863,0.0433884297521,0.0103305785124
1,0.23105857863,0.0145223508055,0.00567279328341
1,0.23105857863,0.0102848101266,0.0102848101266
1,0.23105857863,0.0136147038802,0.00476514635807
1,0.23105857863,0.0134228187919,0.00958772770853
1,0.23105857863,0.020979020979,0.013986013986
1,0.452574126822,0.00833912439194,0.0173731758165
1,0.23105857863,0.0331588132635,0.00174520069808
1,0.23105857863,0.0253073029646,0.00216919739696
1,0.452574126822,0.045,0.025
1,0.23105857863,0.0775862068966,0.0344827586207
1,0.23105857863,0.00659472422062,0.00119904076739
1,0.23105857863,0.0246848739496,0.0047268907563
1,0.49966464987,0.0581039755352,0.0489296636086
1,0.23105857863,0.00646551724138,0.00646551724138
1,0.452574126822,0.0726832222895,0.00605693519079
1,0.23105857863,0.0978043912176,0.00499001996008
1,0.23105857863,0.00105374077977,0.00526870389884
1,0.23105857863,0.0234899328859,0.0134228187919
1,0.23105857863,0.016170212766,0.00425531914894
1,0.23105857863,0.00659472422062,0.00239808153477
1,0.380797077978,0.0174672489083,0.00393013100437
1,0.493307149076,0.0169050715215,0.0117035110533
1,0.23105857863,0.014953271028,0.00560747663551
1,0.380797077978,0.0089814637875,0.000573284922607
1,0.23105857863,0.0775862068966,0.0258620689655
1,0.23105857863,0.0225653206651,0.00296912114014
1,0.380797077978,0.0320699708455,0.00728862973761
1,0.452574126822,0.00307414104882,0.00108499095841
1,0.23105857863,0.0775862068966,0.0603448275862
1,0.380797077978,0.0116333178222,0.00186133085156
1,0.23105857863,0.0246848739496,0.00551470588235
1,0.23105857863,0.0186046511628,0.0031007751938
1,0.380797077978,0.0775862068966,0.0344827586207
1,0.23105857863,0.00646551724138,0.0140086206897
1,0.23105857863,0.0117493472585,0.0065274151436
1,0.23105857863,0.0089814637875,0.00114656984521
1,0.23105857863,0.0775862068966,0.0689655172414
1,0.23105857863,0.0246848739496,0.00210084033613
1,0.23105857863,0.0775862068966,0.0344827586207
1,0.380797077978,0.0111223458038,0.00303336703741
1,0.23105857863,0.00608261461643,0.00172492056287
1,0.380797077978,0.0092066070945,0.00216626049282
1,0.23105857863,0.00608261461643,0.000544711756695
1,0.482013790038,0.0608695652174,0.0434782608696
1,0.23105857863,0.0162002945508,0.00883652430044
1,0.452574126822,0.0320699708455,0.00583090379009
1,0.23105857863,0.00608261461643,0.00036314117113
1,0.452574126822,0.0726832222895,0.0187764990915
1,0.23105857863,0.00564681724846,0.0039356605065
1,0.23105857863,0.0726832222895,0.00545124167171
