tag,see,favorite,cart,buy,popularity,desire,behavior_rate
1,0.367879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0726832222895,0.00181708055724
1,5.64203799719,0.0,0.0,1.31406675569,0.49966464987,0.0211520076482,0.00501912045889
1,3.31091497054,0.367879441171,0.0,0.367879441171,0.23105857863,0.00515463917526,0.0283505154639
1,1.10363832351,0.0,0.0,0.367879441171,0.23105857863,0.0059500198334,0.00158667195557
1,2.20727664703,0.0,0.0,0.367879441171,0.23105857863,0.0351437699681,0.0159744408946
1,2.20727664703,0.0,0.0,0.367879441171,0.23105857863,0.00482748828624,0.000993894647167
1,3.67879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0152091254753,0.00912547528517
1,2.5751560882,0.0,0.367879441171,0.367879441171,0.23105857863,0.0268817204301,0.00967741935484
1,1.47151776469,0.0,0.367879441171,0.367879441171,0.23105857863,0.0197710718002,0.00156087408949
1,1.83939720586,0.0,0.0,0.367879441171,0.23105857863,0.00625,0.009375
1,0.367879441171,0.0,0.367879441171,0.735758882343,0.380797077978,0.0726832222895,0.00242277407632
1,2.5751560882,0.0,0.367879441171,0.735758882343,0.380797077978,0.0726832222895,0.00605693519079
1,0.374617388171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0726832222895,0.00242277407632
1,2.94303552937,0.0,0.367879441171,0.367879441171,0.493307149076,0.0181451612903,0.0100806451613
1,4.89681196084,0.0,0.503214724408,0.735758882343,0.380797077978,0.0185917721519,0.00909810126582
1,1.47152454567,0.0,0.367881701501,0.367879441171,0.23105857863,0.0188571428571,0.00285714285714
1,1.64497945646,0.0,0.503214724408,0.367879441171,0.23105857863,0.00604351329573,0.00402900886382
1,1.10363832351,0.0,0.0,0.367879441171,0.493307149076,0.0059500198334,0.00158667195557
1,0.885120087446,0.0,0.0,0.367879441171,0.380797077978,0.05,0.00625
1,2.94303552937,0.367879441171,0.0,0.367879441171,0.23105857863,0.013916500994,0.0198807157058
1,1.83939720586,0.0,0.0,0.367879441171,0.23105857863,0.0117493472585,0.00783289817232
1,1.47151776469,0.0,0.367879441171,0.735758882343,0.380797077978,0.0059500198334,0.00277667592225
1,1.47151776469,0.0,0.0,0.367879441171,0.23105857863,0.0104712041885,0.0037397157816
1,0.735758882343,0.0,0.367879441171,0.735758882343,0.380797077978,0.00604351329573,0.00201450443191
1,4.41455329406,0.367879441171,0.367879441171,0.367879441171,0.23105857863,0.00604351329573,0.00604351329573
1,1.50964417322,0.0,0.503214724408,0.367879441171,0.23105857863,0.00604351329573,0.00362610797744
1,1.4715196001,0.0,0.367879747074,0.367879441171,0.23105857863,0.0229357798165,0.0119266055046
1,2.88395306321,0.503214724408,0.367879441171,0.367879441171,0.23105857863,0.0193527918782,0.00475888324873
1,1.81845784994,1.67017007902e-05,0.503214724408,0.367879441171,0.23105857863,0.00604351329573,0.00604351329573
1,2.94303552937,0.0,0.367879441171,0.367879441171,0.23105857863,0.0059500198334,0.00317334391115
1,2.01285889763,0.0,0.135335283237,0.367879441171,0.23105857863,0.0164473684211,0.0164473684211
1,0.735758882343,0.0,0.0,0.367879441171,0.23105857863,0.0106861642295,0.000843644544432
1,3.31091497054,0.0,0.367879441171,0.367879441171,0.23105857863,0.0059500198334,0.00317334391115
1,1.10363832351,0.0,0.0,0.367879441171,0.452574126822,0.0175438596491,0.0701754385965
1,3.31091497054,0.0,0.367879441171,0.367879441171,0.23105857863,0.00604351329573,0.0044319097502
1,3.71692082025,0.367879441171,0.367879441171,0.367879441171,0.23105857863,0.00604351329573,0.00604351329573
1,0.735763403002,0.0,0.367879441171,0.367879441171,0.23105857863,0.0188571428571,0.00171428571429
1,1.47151776469,0.0,0.0,0.367879441171,0.452574126822,0.0059500198334,0.00198333994447
1,2.20888097448,0.0,0.000123409804087,0.368002850976,0.380797077978,0.0261682242991,0.0355140186916
1,1.96484099747,0.0,0.388673832237,0.370358193348,0.380797077978,0.0726832222895,0.0115081768625
1,1.41243529853,0.135335283237,0.503214724408,0.367879441171,0.23105857863,0.00604351329573,0.0044319097502
1,1.83939720586,0.367879441171,0.367879441171,0.367879441171,0.23105857863,0.00604351329573,0.00322320709106
1,3.52250307086,0.503214724408,0.367879441171,0.367879441171,0.23105857863,0.0193527918782,0.00571065989848
1,3.31091497054,0.0,0.367879441171,0.367879441171,0.23105857863,0.0167910447761,0.0205223880597
1,2.20727664703,0.0,0.0,0.367879441171,0.482013790038,0.0108055009823,0.00687622789784
1,1.88918427423,0.0497870683679,0.367879441171,1.10363832351,0.452574126822,0.0185512367491,0.00971731448763
1,1.10363832351,0.0,0.367879441171,1.83939720586,0.493307149076,0.0185512367491,0.00795053003534
1,5.1503121764,0.0,0.367879441171,0.367879441171,0.23105857863,0.0200462606014,0.00616808018504
1,1.83939720586,0.0,0.367879441171,0.367879441171,0.23105857863,0.0166051660517,0.00645756457565
1,4.41455329406,0.0,0.0,0.367879441171,0.23105857863,0.0122324159021,0.00815494393476
1,1.10363832351,0.0,0.0,0.367879441171,0.452574126822,0.0277161862528,0.00443458980044
1,1.77024017489,0.0,0.417666509539,0.367879441171,0.23105857863,0.0059500198334,0.00515668385561
1,1.47151776469,0.0,0.367879441171,0.367879441171,0.23105857863,0.0119981541301,0.00276880479926
1,2.94504830514,0.000335462627903,0.367879441171,0.367879441171,0.23105857863,0.0185512367491,0.0114840989399
1,1.47151776469,0.0,0.367879441171,0.367879441171,0.380797077978,0.0158086745034,0.00243210376976
1,4.41455329406,0.0,0.367879441171,0.367879441171,0.452574126822,0.0158086745034,0.00567490879611
1,1.60685304792,0.0,0.0,0.367879441171,0.23105857863,0.0131004366812,0.00374298190892
1,0.735758882343,0.0,0.367879441171,0.367879441171,0.23105857863,0.0166051660517,0.00369003690037
1,1.83939720586,0.0,0.367879441171,0.367879441171,0.380797077978,0.00632751202227,0.00177170336624
1,0.735758882343,0.367879441171,0.0,0.367879441171,0.452574126822,0.032,0.0032
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.23105857863,0.0261682242991,0.014953271028
1,0.735758882343,0.0,0.367879441171,0.367879441171,0.23105857863,0.0166051660517,0.00369003690037
1,1.83939720586,0.0,0.367879441171,0.367879441171,0.23105857863,0.0166051660517,0.00645756457565
1,4.04667385289,0.0,0.367879441171,0.367879441171,0.23105857863,0.00694332310673,0.0014532536735
1,1.10363832351,0.0,0.0,0.367879441171,0.497527376843,0.0506912442396,0.00921658986175
1,2.94303552937,0.0,0.367879441171,0.367879441171,0.499997739676,0.0116330114135,0.00219490781387
1,0.0,0.0,0.0,0.367879441171,0.23105857863,0.0185512367491,0.000883392226148
1,0.735758882343,0.0,0.0,0.367879441171,0.23105857863,0.0185512367491,0.00265017667845
1,1.47151776469,0.0,0.0,0.367879441171,0.23105857863,0.0243902439024,0.0406504065041
1,1.15342539188,0.0497870683679,0.367879441171,0.367879441171,0.23105857863,0.0185512367491,0.00618374558304
1,0.735758882343,0.0,0.367879441171,0.735758882343,0.380797077978,0.0185512367491,0.00441696113074
1,2.08911171471,0.135335283237,0.0,0.367879441171,0.23105857863,0.0174193548387,0.00774193548387
1,1.10363832351,0.0,0.0,0.367879441171,0.23105857863,0.0119981541301,0.00184586986617
1,4.78243273523,0.0,0.0,0.367879441171,0.23105857863,0.0113845638708,0.00150678051231
1,0.0,0.0,0.0,0.367879441171,0.23105857863,0.045,0.005
1,1.47151776469,0.0,0.0,0.367879441171,0.23105857863,0.0167014613779,0.0104384133612
1,0.735758882343,0.0,0.0,0.367879441171,0.482013790038,0.0243902439024,0.0243902439024
1,0.0,0.0,0.0,0.367879441171,0.493307149076,0.045,0.005
1,0.0,0.0,0.0,0.367879441171,0.23105857863,0.045,0.005
1,2.20727664703,0.0,0.0,0.367879441171,0.23105857863,0.0167014613779,0.0146137787056
1,2.5751560882,0.0,0.0,0.367879441171,0.23105857863,0.0155642023346,0.0311284046693
1,2.5751560882,0.0,0.0,0.367879441171,0.23105857863,0.0243902439024,0.0650406504065
1,1.83939720586,0.0,0.367879441171,0.367879441171,0.380797077978,0.0275482093664,0.00642791551882
1,4.08480026142,0.135335283237,0.367879441171,0.367879441171,0.23105857863,0.0135782747604,0.00878594249201
1,0.0,0.0,0.0,0.367879441171,0.23105857863,0.045,0.005
1,1.10363832351,0.0,0.0,0.367879441171,0.23105857863,0.0180472003702,0.000925497454882
1,0.0,0.0,0.0,0.367879441171,0.452574126822,0.045,0.005
1,1.83964402547,0.0,0.0,0.367879441171,0.23105857863,0.00673724735322,0.00769971126083
1,1.47151776469,0.0,0.367879441171,0.735758882343,0.380797077978,0.0127840909091,0.00994318181818
1,0.735758882343,0.0,0.0,0.367879441171,0.23105857863,0.211111111111,0.0333333333333
1,1.10363832351,0.0,1.10363832351,0.735758882343,0.452574126822,0.0106132075472,0.00943396226415
1,1.83939720586,0.367879441171,0.0,0.367879441171,0.23105857863,0.0460122699387,0.021472392638
1,1.10363832351,0.0,0.0,0.367879441171,0.23105857863,0.00587248322148,0.00335570469799
1,2.41886474734,0.0,0.503214724408,0.367879441171,0.23105857863,0.00474516695958,0.002460456942
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.23105857863,0.0058941164088,0.000842016629828
1,1.8775236144,0.0,0.0,0.367879441171,0.23105857863,0.0212765957447,0.0154738878143
1,1.37430888999,0.0,0.0,0.367879441171,0.23105857863,0.00369685767098,0.0110905730129
1,2.5751560882,0.0,0.0,0.367879441171,0.23105857863,0.00740466493891,0.00148093298778
1,1.64497945646,0.0,0.135335283237,0.367879441171,0.23105857863,0.0196629213483,0.00842696629213
1,2.42123000938,0.0497870683679,0.503214724408,0.735758882343,0.380797077978,0.0222965440357,0.0105908584169
1,1.10363832351,0.0,0.367879441171,0.367879441171,0.23105857863,0.0062893081761,0.00314465408805
1,0.0,0.0,0.367879441171,0.367879441171,0.23105857863,0.0275761973875,0.00145137880987
1,1.71245716423,0.0,0.0,0.38619508006,0.380797077978,0.015625,0.00911458333333
1,0.503214724408,0.0,0.0,0.367879441171,0.23105857863,0.029702970297,0.029702970297
1,0.735758882343,0.0,0.0,0.367879441171,0.49966464987,0.0058941164088,0.000105252078729
1,2.11006777233,0.135335283237,0.367879441171,0.735758882343,0.380797077978,0.021325209444,0.00837776085301
1,4.78243273523,0.0,0.0,0.367879441171,0.23105857863,0.0216647662486,0.0114025085519
1,0.735758882343,0.0,0.0,0.367879441171,0.23105857863,0.0058941164088,0.000105252078729
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.497527376843,0.0062893081761,0.00377358490566
1,1.47151776469,0.0,0.0,0.367879441171,0.23105857863,0.0058941164088,0.000315756236186
1,2.20727664703,0.0,0.0,0.367879441171,0.23105857863,0.0058941164088,0.000421008314914
1,1.83939720586,0.0,0.0,0.367879441171,0.23105857863,0.0101729399797,0.0030518819939
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.23105857863,0.0062893081761,0.00251572327044
1,1.47151776469,0.0,0.0,0.367879441171,0.493307149076,0.007421875,0.001953125
1,2.61328249674,0.0,0.0,0.367879441171,0.452574126822,0.0058941164088,0.0007367645511
1,1.47151776469,0.0,0.367879441171,0.735758882343,0.452574126822,0.00787777512533,0.0016710432084
1,3.32808532146,0.0,0.135335283237,0.367879441171,0.23105857863,0.015625,0.01171875
1,2.94370645463,0.0,0.0,0.367879441171,0.493307149076,0.00862068965517,0.0201149425287
1,2.01285889763,0.0,0.503214724408,0.367879441171,0.23105857863,0.0147859922179,0.00700389105058
1,1.83939720586,0.0,0.0,0.367879441171,0.380797077978,0.0058941164088,0.000315756236186
1,0.735758882343,0.0,0.0,0.367879441171,0.23105857863,0.0058941164088,0.000105252078729
1,1.83939720586,0.0,0.0,0.367879441171,0.23105857863,0.0058941164088,0.000421008314914
1,2.84582665467,0.0,0.135335283237,0.367879441171,0.23105857863,0.00740466493891,0.0020362828582
1,0.735758882343,0.0,0.0,0.367879441171,0.452574126822,0.0058941164088,0.000105252078729
1,3.11649722115,0.0,0.0,0.367879441171,0.23105857863,0.00976800976801,0.014652014652
1,1.47151776469,0.0,0.367879441171,0.367879441171,0.23105857863,0.0062893081761,0.00377358490566
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.499999958601,0.0062893081761,0.00503144654088
1,3.84363516171,0.0,0.404510718949,0.367879441171,0.23105857863,0.0196629213483,0.0215355805243
1,1.74218955477,0.0,0.367879441171,0.367879441171,0.23105857863,0.0156081808396,0.005382131324
1,2.20727664703,0.0,0.0,0.367879441171,0.23105857863,0.007421875,0.002734375
1,2.74861777998,0.0,0.0,0.367879441171,0.380797077978,0.0173181593271,0.00544285007422
1,2.45400089436,0.0,0.0183156388887,0.754074521232,0.493307149076,0.00865384615385,0.0163461538462
1,2.94303552937,0.0,0.367879441171,0.367879441171,0.23105857863,0.0176211453744,0.00629326620516
1,3.67879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0139037433155,0.0128342245989
1,0.367879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0100235849057,0.000589622641509
1,0.135335283237,0.0,0.503214724408,0.367879441171,0.23105857863,0.0100235849057,0.000786163522013
1,0.367879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0100235849057,0.000589622641509
1,2.5751560882,0.0,0.0,0.367879441171,0.380797077978,0.0120068610635,0.0102915951973
1,1.83939720586,0.0,0.0,0.367879441171,0.482013790038,0.0166666666667,0.00666666666667
1,1.47151776469,0.0,0.0,0.367879441171,0.452574126822,0.0498281786942,0.0085910652921
1,2.20727664703,0.0,0.367879441171,0.367879441171,0.23105857863,0.0139037433155,0.00855614973262
1,1.85771284475,0.0,0.38619508006,0.367879441171,0.452574126822,0.0167597765363,0.00457084814627
1,1.97473248909,0.0,0.0,0.367879441171,0.493307149076,0.0658682634731,0.0119760479042
1,4.04667385289,0.0,0.367879441171,0.367879441171,0.23105857863,0.00646551724138,0.0140086206897
1,0.367879441171,0.0,0.367879441171,0.367879441171,0.23105857863,0.0100235849057,0.000589622641509
1,1.10794083962,0.0,0.0,0.367879441171,0.23105857863,0.0291005291005,0.0185185185185
1,2.94303552937,0.0,0.367879441171,0.367879441171,0.23105857863,0.0102848101266,0.00791139240506
1,1.23897360675,0.135335283237,0.0,0.367879441171,0.380797077978,0.0260869565217,0.0260869565217
1,6.79529163286,0.0,0.367879441171,0.735758882343,0.380797077978,0.0213049267643,0.0266311584554
1,3.94946497819,0.0,0.367879441171,0.367879441171,0.23105857863,0.0213049267643,0.0186418109188
1,3.67879441171,0.0,0.0,0.367879441171,0.380797077978,0.0166666666667,0.0122222222222
1,1.47151776469,0.0,0.0,0.367879441171,0.380797077978,0.007421875,0.001953125
1,1.83939720586,0.0,0.367879441171,0.735758882343,0.380797077978,0.0100235849057,0.00157232704403
1,2.5751560882,0.367879441171,0.0,0.367879441171,0.23105857863,0.00951847704367,0.005039193729
