234304_188665883,0.0,0.0141509433962,0.0
83428925_345978667,0.0,0.0128676470588,0.0
83428925_260163986,0.0,0.0128676470588,0.0
108519036_292599524,0.0,0.00167597765363,0.00279329608939
108519036_142653694,0.0,0.00167597765363,0.0
108519036_95219586,0.0,0.00167597765363,0.0
108519036_330464120,0.0,0.00167597765363,0.0
108519036_152438875,0.0,0.00167597765363,0.0
77631961_55325170,0.0,0.0170863309353,0.0
77631961_181601885,0.0,0.0170863309353,0.0
77631961_365032575,0.0,0.0170863309353,0.0
77631961_402927591,0.0,0.0170863309353,0.0
77631961_105319538,0.0,0.0170863309353,0.0
77631961_204412254,0.0,0.0170863309353,0.0
77631961_1868125,0.0,0.0170863309353,0.0
77631961_279433917,0.0,0.0170863309353,0.0
77631961_107518023,0.0,0.0170863309353,0.0
90795949_49657830,0.0,0.00444303395747,0.0
132940744_206977173,0.0,0.0141304347826,0.0
132940744_359851150,0.0,0.0141304347826,0.0
132940744_254937754,0.0,0.0141304347826,0.0
132940744_380097196,0.0,0.0141304347826,0.0
132940744_340384542,0.0,0.0141304347826,0.0
132940744_197938815,0.0,0.0141304347826,0.00217391304348
132940744_52801085,0.0,0.0141304347826,0.00217391304348
132940744_296547472,0.0,0.0141304347826,0.0
4606353_363535617,0.0,0.0407523510972,0.0
4606353_2876703,0.0,0.0407523510972,0.0
4606353_383078862,0.0,0.0407523510972,0.0
4606353_64868601,0.0,0.0407523510972,0.0
4606353_186711979,0.0,0.0407523510972,0.0
4606353_43814075,0.0,0.0407523510972,0.0
4606353_276903375,0.0,0.0407523510972,0.0
4606353_176449496,0.0,0.0407523510972,0.0
43031779_164959105,0.0,0.00359424920128,0.0
43031779_37859315,0.0,0.00359424920128,0.000798722044728
43031779_341978640,0.0,0.00359424920128,0.0
43031779_151241234,0.0,0.00359424920128,0.0
43031779_27978907,0.0,0.00359424920128,0.00239616613419
43031779_181580428,0.0,0.00359424920128,0.0
43031779_36445470,0.0,0.00359424920128,0.0
43031779_204151476,0.0,0.00359424920128,0.0
43031779_376288064,0.0,0.00359424920128,0.0
43031779_146593383,0.0,0.00359424920128,0.0
43031779_53890246,0.0,0.00359424920128,0.0
43031779_38506665,0.0,0.00359424920128,0.0
43031779_137727388,0.0,0.00359424920128,0.0
43031779_65307208,0.0,0.00359424920128,0.0
43031779_242510000,0.0,0.00359424920128,0.0
43031779_4973218,0.0,0.00359424920128,0.0
43031779_396240066,0.0,0.00359424920128,0.0
43031779_139610304,0.0,0.00359424920128,0.0
43031779_258956636,0.0,0.00359424920128,0.0
43031779_17534885,0.0,0.00359424920128,0.0
43031779_92326762,0.0,0.00359424920128,0.0
61206602_75288184,0.0,0.00555812876332,0.0
61206602_44523309,0.0,0.00555812876332,0.0
61206602_304960429,0.0,0.00555812876332,0.0
61206602_248538031,0.0,0.00555812876332,0.0
12633543_152427822,0.0,0.0145631067961,0.00485436893204
12633543_49751238,0.0,0.0145631067961,0.0145631067961
12633543_91914753,0.0,0.0145631067961,0.0436893203883
12633543_14583476,0.0,0.0145631067961,0.0194174757282
12633543_340139768,0.0,0.0145631067961,0.0291262135922
100739273_72220250,0.0,0.00460405156538,0.0
118197087_101746344,0.0,0.00501882057716,0.0106649937265
135817531_214163318,0.380797077978,0.0496183206107,0.0
19164979_286586652,0.0,0.0041819132253,0.0
