user_id,item_id
100022513,135893574
100031405,309984252
100094762,109214086
100110794,159296870
100112070,294615477
100114414,46890977
100121590,245003931
100140061,380315317
100164732,139176075
100179144,284340901
100212809,395200199
100293116,173210984
100371582,218401745
100371582,235941652
100424208,12376117
100456028,271880426
100456028,322957624
100456028,332290127
10053537,349249738
100551544,34321264
10055317,333028913
100554558,238378882
100554558,365862032
100572495,142041279
100660281,331422692
100679735,292454294
100689236,228533090
100689236,283618627
100689236,306287880
10070648,115509518
100736785,288095081
100764607,313891623
100772220,401251820
100772220,321886986
100788568,357573820
100788568,310772034
100839322,357434507
1008870,362990490
100900329,359663067
100901664,293930751
100901664,77642813
100901664,20650412
100911467,394655941
100911467,134950161
100911467,340866257
100954737,31416373
100973258,61959352
101010463,71851096
101034881,287824233
101111532,92054179
101111532,358434672
101135329,863419
101135329,167955349
101343825,68095981
10139887,79849627
101447841,131107382
101571478,282546171
101571478,358920066
101613012,26899113
101675574,217710959
101751020,226290214
101801629,351033901
101822806,401489839
101861708,222323164
101861708,27193181
101893207,95875607
101893207,14582138
101955831,303439189
101981437,378353023
101982129,189189243
101991833,38239350
102100388,230558745
102100388,75872412
102100388,108542105
102147802,145086163
102155970,208368714
102175750,550103
102182796,81076819
102212513,402186779
102212715,330090840
102212715,163129754
102212715,318472346
1023558,40476238
102367955,218012473
102367955,344694533
102411049,393708186
10249768,210979034
102689596,28481796
102700496,366640976
102714608,168285044
102721378,224725463
102743010,315119130
1027626,292456569
1027626,7152134
1027626,93121568
102764619,106997916
102764619,273666119
102764619,58592756
10286090,149656656
10286090,83665618
102933198,36788920
102976052,238626342
102976052,316367630
103064485,10970912
103064485,166287083
103064485,370945605
103121345,206855739
103228540,381277616
103291457,22302304
103298536,382752910
103298536,159550399
103298536,87010968
103300577,135896452
103339321,127272512
1033896,365611269
103425303,68000960
10350270,267041637
103541652,313163336
103550913,248523114
103634139,152472729
103655705,339026549
103663126,83998934
103701413,184911299
103747888,297718156
103774521,388783934
104019648,195251516
10404201,222541898
10404201,43965150
104102895,199403243
10415858,116937949
10415858,187737920
10415858,1800122
104323221,297014084
104323221,250376825
104376846,318191412
104418174,362704501
104418174,286538017
104531516,208097193
104531516,96236915
104531516,180112789
104543990,223979634
104543990,147895337
104543990,192686559
104565780,87010968
104568145,143799673
104568145,73651880
104568145,383537180
104588677,337029016
104588677,224993265
104588677,243776762
10461291,352870560
10461291,157808336
10461291,163539808
104635879,199431764
104635879,15183101
104635879,328762616
104661914,262764947
104661914,8606093
104670364,181915234
104682831,55951457
104682831,103682650
104682831,92120508
104770557,62272294
104770557,96662417
104770557,80646283
104772634,262407465
104772634,351398204
104803851,149925716
104803851,347118422
104891848,342844659
104892683,49993073
104996540,364659986
105050448,358725296
105050448,142148249
105050448,332849832
105071964,96985444
105080646,178886375
105099621,41813818
105099621,156970199
105099621,59386467
105100646,224000252
105181314,261943461
105181314,321861957
105181314,8816162
10520020,360555981
105261505,38701032
105261505,290653924
105321705,268811132
1053509,286259581
105373655,101892632
105417224,132852953
105417224,104679350
105417224,288425916
105425041,271786836
105431686,6831192
105431686,163833330
105431686,105857507
10549716,163253466
